sender,receiver,edge_type
map10323,@edutopia,mention
science_4_all,@TdiShelton,mention
science_4_all,@edutopia,mention
jodie_harnden,@STEMTeachTools,mention
jodie_harnden,@CindyLKern,mention
Gattyscience,@K12Alliance,mention
MrsSextonsClass,@ElemSciTchr,mention
MrsSextonsClass,@NGSS_tweeps,mention
MelissainHKong,@iOSierra,mention
mskmayer,@VogelWendi,mention
mskmayer,@NGSS_tweeps,mention
TamiPlein,@nkeigher202,mention
TamiPlein,@create4stem,mention
RyanPersaud23,@iLearnDSilva,mention
RyanPersaud23,@ColegioFDR,mention
RyanPersaud23,@iste,mention
iLearnDSilva,@ColegioFDR,mention
iLearnDSilva,@iste,mention
iLearnDSilva,@puppoperfumo,mention
iLearnDSilva,@dale_rickardo,mention
iLearnDSilva,@iLearnDSilva,mention
iLearnDSilva,@ABuckleydM,mention
conniehamilton,@amgonza,mention
conniehamilton,@RightQuestion,mention
KRScienceLady,@nkeigher202,mention
KRScienceLady,@create4stem,mention
HhestagJohnson,@ScienceBuddies,mention
NIHSEPA,@NewsHourExtra,mention
NIHSEPA,@NewsHour,mention
NIHSEPA,@BrainPop,mention
TrophyPop_,@SimmingInThe6,mention
PrintedByRob0ts,@NewsHourExtra,mention
PrintedByRob0ts,@NewsHour,mention
PrintedByRob0ts,@BrainPop,mention
apoduvall,@EasternChaser,mention
ainissaramirez,@ACHOSinfo,mention
ainissaramirez,@rachelbconnolly,mention
ainissaramirez,@ainissaramirez,mention
racheljcox87,@WestEd,mention
littlegaudy,@ainissaramirez,mention
frankmcgowa,@KristaMcGowan14,mention
WilliamFranzell,@OfficialNGSS,mention
WilliamFranzell,@NextGenScience,mention
WilliamFranzell,@Create4STEM,mention
WilliamFranzell,@T,mention
WilliamFranzell,@gomehead2000,mention
WilliamFranzell,@ElGovEcon,mention
WilliamFranzell,@MCOE_Now,mention
WilliamFranzell,@WeCountWeRise,mention
WilliamFranzell,@HCPUCSC1,mention
WilliamFranzell,@SUHSDofficial,mention
WilliamFranzell,@SpreckelsUSD,mention
WilliamFranzell,@GonzalesEdTech,mention
WilliamFranzell,@pgunified,mention
WilliamFranzell,@CSUMBserves,mention
WilliamFranzell,@MrRodGarcia,mention
WilliamFranzell,@gomehead2000,mention
BrianOwenMWRep,@ChrisMooreSci,mention
BrianOwenMWRep,@SavvasLearning,mention
flabellinaJG,@OfficialNGSS,mention
flabellinaJG,@NextGenScience,mention
flabellinaJG,@Create4STEM,mention
flabellinaJG,@T,mention
STEMscopesKerri,@NGSSphenomena,mention
jenmichos,@VogelWendi,mention
jenmichos,@NGSS_tweeps,mention
charter2005,@CTSKeeley,mention
JamazingTeachin,@NGSSphenomena,mention
AAtterrato,@ksscienceguy,mention
AAtterrato,@OpenSciEd,mention
AAtterrato,@nextgenscience,mention
eujotta5,@_lisboaluu,mention
miss_schilling_,@sbottasullivan,mention
miss_schilling_,@LilyAdvocates,mention
miss_schilling_,@jamboard,mention
miss_schilling_,@saravdwerf,mention
miss_schilling_,@thinksci,mention
miss_schilling_,@nicolejbolduc,mention
miss_schilling_,@gretchenmilary,mention
miss_schilling_,@NGSSchat,mention
miss_schilling_,@NGSS_tweeps,mention
miss_schilling_,@googlejamboard,mention
miss_schilling_,@sbottasullivan,mention
miss_schilling_,@LilyAdvocates,mention
miss_schilling_,@jamboard,mention
miss_schilling_,@saravdwerf,mention
miss_schilling_,@thinksci,mention
miss_schilling_,@nicolejbolduc,mention
miss_schilling_,@gretchenmilary,mention
miss_schilling_,@NGSSchat,mention
miss_schilling_,@NGSS_tweeps,mention
miss_schilling_,@googlejamboard,mention
sbottasullivan,@LilyAdvocates,mention
sbottasullivan,@jamboard,mention
sbottasullivan,@saravdwerf,mention
sbottasullivan,@thinksci,mention
sbottasullivan,@nicolejbolduc,mention
sbottasullivan,@miss_schilling_,mention
sbottasullivan,@gretchenmilary,mention
sbottasullivan,@NGSSchat,mention
sbottasullivan,@NGSS_tweeps,mention
sbottasullivan,@googlejamboard,mention
RobZook1,@JerJacobsen250,mention
RobZook1,@kispride,mention
RobZook1,@KoLab77224156,mention
ACHOSinfo,@NGSSphenomena,mention
GreenHillsSci1,@OfficialNGSS,mention
GreenHillsSci1,@NextGenScience,mention
GreenHillsSci1,@Create4STEM,mention
GreenHillsSci1,@T,mention
nevadascience,@OfficialNGSS,mention
nevadascience,@NextGenScience,mention
nevadascience,@Create4STEM,mention
nevadascience,@T,mention
NPederson,@OfficialNGSS,mention
NPederson,@NextGenScience,mention
NPederson,@Create4STEM,mention
NPederson,@T,mention
nextgenstoryli1,@ksscienceguy,mention
nextgenstoryli1,@OpenSciEd,mention
nextgenstoryli1,@nextgenscience,mention
Stacie_Ferrara,@NGSSphenomena,mention
nextgenstoryli1,@NGSSphenomena,mention
ScienceNVy,@OfficialNGSS,mention
ScienceNVy,@NextGenScience,mention
ScienceNVy,@Create4STEM,mention
ScienceNVy,@T,mention
RAazzerah,@OfficialNGSS,mention
RAazzerah,@NextGenScience,mention
RAazzerah,@Create4STEM,mention
RAazzerah,@T,mention
ArcadiaUnified,@PintoBeanz11,mention
philiplbell,@NGSSphenomena,mention
ACHOSinfo,@OfficialNGSS,mention
ACHOSinfo,@NextGenScience,mention
ACHOSinfo,@Create4STEM,mention
ACHOSinfo,@T,mention
OfficialNGSS,@NextGenScience,mention
OfficialNGSS,@Create4STEM,mention
OfficialNGSS,@TheNASEM,mention
OfficialNGSS,@WestEd,mention
OfficialNGSS,@K12Alliance,mention
OfficialNGSS,@EarlyImplement,mention
OfficialNGSS,@LearnInPlaces,mention
OfficialNGSS,@EdCommission,mention
reyhani2515,@mavi_kelebek02,mention
ShmoovyShmoov,@physicsJ,mention
SHSciLabTeacher,@sbottasullivan,mention
SHSciLabTeacher,@jamboard,mention
SHSciLabTeacher,@saravdwerf,mention
SHSciLabTeacher,@thinksci,mention
SHSciLabTeacher,@nicolejbolduc,mention
SHSciLabTeacher,@miss_schilling_,mention
SHSciLabTeacher,@gretchenmilary,mention
SHSciLabTeacher,@NGSSchat,mention
SHSciLabTeacher,@NGSS_tweeps,mention
hongkon59116064,@shiroihamusan,mention
hongkon59116064,@bueti,mention
SamanthaStickl3,@sbottasullivan,mention
SamanthaStickl3,@jamboard,mention
SamanthaStickl3,@saravdwerf,mention
SamanthaStickl3,@thinksci,mention
SamanthaStickl3,@nicolejbolduc,mention
SamanthaStickl3,@miss_schilling_,mention
SamanthaStickl3,@gretchenmilary,mention
SamanthaStickl3,@NGSSchat,mention
SamanthaStickl3,@NGSS_tweeps,mention
SamanthaStickl3,@sbottasullivan,mention
worken4mula,@TeaPainUSA,mention
sbottasullivan,@Jamboard,mention
sbottasullivan,@saravdwerf,mention
sbottasullivan,@thinksci,mention
sbottasullivan,@nicolejbolduc,mention
sbottasullivan,@miss_schilling_,mention
sbottasullivan,@gretchenmilary,mention
sbottasullivan,@NGSSchat,mention
sbottasullivan,@NGSS_tweeps,mention
KWolffFRSD,@rvccngss,mention
gbheducation,@NASA,mention
BridgetA007,@rvccngss,mention
pbuchta19,@ChrisMooreSci,mention
pbuchta19,@SavvasLearning,mention
misagoan,@7rpin,mention
misagoan,@chikagekbykw,mention
designthinkbot,@christinekdixon,mention
ChrisMooreSci,@SavvasLearning,mention
brooks0706,@JCPSKY,mention
brooks0706,@JCPS_SACschools,mention
5thgradetcher,@ksscienceguy,mention
5thgradetcher,@OpenSciEd,mention
5thgradetcher,@nextgenscience,mention
leadinsci,@rvccngss,mention
jose_evanei,@Artu1908,mention
the_fish_nerd,@Celestron,mention
MrsNatto,@Amplify,mention
MrsNatto,@nearpod,mention
MrsNatto,@EdTechCJUSD,mention
MrsNatto,@ColtonJUSD,mention
MrsNatto,@Crestmore_CJUSD,mention
N23Dprinting,@sara_d_nelson,mention
CandyMagidimisa,@Mulanga21,mention
ebzscience,@STEMTeachTools,mention
PUSDEquityPL,@PomonaUnified,mention
PUSDEquityPL,@momsevenks,mention
PUSDEquityPL,@santana6thgrade,mention
PUSDEquityPL,@ScienceTS,mention
KateMcNeill6,@ksscienceguy,mention
KateMcNeill6,@OpenSciEd,mention
KateMcNeill6,@nextgenscience,mention
ebrandt76,@esroble,mention
Nowlan_ASDN,@trev_mackenzie,mention
MichaelCRalph,@nextgenscience,mention
nextgenscience,@ksscienceguy,mention
nextgenscience,@OpenSciEd,mention
nextgenscience,@nextgenscience,mention
BSCSorg,@ksscienceguy,mention
BSCSorg,@OpenSciEd,mention
BSCSorg,@nextgenscience,mention
nextgenscience,@JamazingTeachin,mention
lizard_barnacle,@BioLogosOrg,mention
ellabowling,@grayron,mention
JamazingTeachin,@MsRomeroR,mention
JamazingTeachin,@ajshaw23,mention
JamazingTeachin,@BTopink,mention
JamazingTeachin,@charnobyl1,mention
JamazingTeachin,@Careyinoman,mention
JamazingTeachin,@tspraul,mention
JamazingTeachin,@NGSS_tweeps,mention
ksbioteachers,@OfficialNGSS,mention
jengutierrez18,@nselascience,mention
istbeau,@Patrick04653743,mention
sciencecat222,@CTSKeeley,mention
AllieTeachingSc,@nselascience,mention
brownpatrick8,@CTSKeeley,mention
ngsnavigators,@ngsnavigators,mention
MASchoolsK12,@GBH_Education,mention
LaurenE_Jonas,@jengutierrez18,mention
BroganPratt,@RobZook1,mention
BroganPratt,@kispride,mention
SaltySandals,@miss_schilling_,mention
abeslo,@NATS_Science,mention
VogelWendi,@NGSS_tweeps,mention
VogelWendi,@create4stem,mention
VogelWendi,@EmilyAdah329,mention
VogelWendi,@krajcikjoe,mention
ngsnavigators,@ngsnavigators,mention
navywrestlemom,@LearnInPlaces,mention
DrDSteele_PhD,@TEDTalks,mention
lex1science,@CTSKeeley,mention
BeamJadie,@NATS_Science,mention
cjcochrane21,@DLELnetwork,mention
cjcochrane21,@CuevasAntillon,mention
cjcochrane21,@sdngss,mention
cjcochrane21,@SanDiegoCOE,mention
KRScienceLady,@ElemSciTchr,mention
bbarent,@NATS_Science,mention
ghdus647,@pompamrx,mention
seriousgames123,@TytoOnline,mention
drvictorsampson,@grayron,mention
PaulTimmLDNE,@NATS_Science,mention
JujumanScience,@NATS_Science,mention
racheljcox87,@ActivateScience,mention
mrpauller,@YouTube,mention
tremzimike,@GeffenAvraham,mention
tremzimike,@RealPatrickDaly,mention
JenniferFine5,@NGSSphenomena,mention
tchlrn716,@phaneritic,mention
tchlrn716,@offgridteacher,mention
tchlrn716,@MoniseLSeward,mention
tchlrn716,@Xeno_lith,mention
tchlrn716,@VictoriaTheTech,mention
phaneritic,@offgridteacher,mention
phaneritic,@MoniseLSeward,mention
phaneritic,@Xeno_lith,mention
phaneritic,@VictoriaTheTech,mention
phaneritic,@nagtgeo,mention
Xeno_lith,@offgridteacher,mention
Xeno_lith,@MoniseLSeward,mention
Xeno_lith,@phaneritic,mention
Xeno_lith,@VictoriaTheTech,mention
kiku_moto_silk,@sinsyu_uotami,mention
GeffenAvraham,@RealPatrickDaly,mention
cnguyeneducate,@birdbraintech,mention
GeffenAvraham,@RealPatrickDaly,mention
GeffenAvraham,@RealPatrickDaly,mention
GeffenAvraham,@RealPatrickDaly,mention
GeffenAvraham,@RealPatrickDaly,mention
RosieEarth,@eacole09,mention
DrPortillos5th,@FOSSscience,mention
DrPortillos5th,@djaes_eagles,mention
maralva00,@leofugacia,mention
JenniferFine5,@WCPSSElemScie,mention
sw4gnic,@awalattar,mention
monica_vincent,@NJSCNews,mention
monica_vincent,@TeachPASci,mention
monica_vincent,@NJSTANews,mention
hoolie1julie,@ElemSciTchr,mention
karenscranton2,@ElemSciTchr,mention
karenscranton2,@LGates_science,mention
karenscranton2,@NGSS_tweeps,mention
JessicaFGWrites,@karenscranton2,mention
JessicaFGWrites,@LGates_science,mention
JessicaFGWrites,@NGSS_tweeps,mention
ngsnavigators,@ngsnavigators,mention
PeggyAshbrook,@ErinKMcGurk,mention
PeggyAshbrook,@CAHoisy,mention
PeggyAshbrook,@sandychilton,mention
PeggyAshbrook,@cateheroman,mention
PeggyAshbrook,@AnneLowry8,mention
PeggyAshbrook,@caroyce,mention
PeggyAshbrook,@CabinetofCurios,mention
PeggyAshbrook,@ErinKMcGurk,mention
PeggyAshbrook,@CAHoisy,mention
PeggyAshbrook,@sandychilton,mention
PeggyAshbrook,@cateheroman,mention
PeggyAshbrook,@AnneLowry8,mention
PeggyAshbrook,@caroyce,mention
PeggyAshbrook,@CabinetofCurios,mention
JacobusSystems,@birdbraintech,mention
Mukesh20733064,@ngss_official,mention
Mukesh20733064,@ShopClues,mention
Dianne_61973,@_NGSS_,mention
Dianne_61973,@KaitMarieox,mention
sagemountaintr2,@STEMTeachTools,mention
ebzscience,@STEMTeachTools,mention
DeathVictorious,@_NGSS_,mention
DeathVictorious,@KaitMarieox,mention
NumberShapes,@ElemSciTchr,mention
turley_renee,@philiplbell,mention
KRScienceLady,@STEMTeachTools,mention
the_fish_nerd,@NGSS_tweeps,mention
the_fish_nerd,@ElemSciTchr,mention
msljflores,@PUSD_Science,mention
STEMkins9484,@STEMTeachTools,mention
STEMkins9484,@STEMTeachTools,mention
mihaL_minmin,@Kawasa_Kitchen,mention
science_4_all,@STEMTeachTools,mention
jodgeez,@ElemSciTchr,mention
DrThomasSTE,@CTSKeeley,mention
Sciencediva14,@ElemSciTchr,mention
Xeno_lith,@ElemSciTchr,mention
Xeno_lith,@NGSS_tweeps,mention
ahmedimranmemon,@AmbreenPTI1,mention
LGates_science,@eacole09,mention
docwill121,@skier017,mention
docwill121,@_NGSS_,mention
docwill121,@JorgeCartman,mention
docwill121,@ayyyitskels,mention
docwill121,@KaitMarieox,mention
LisaHosler,@ElemSciTchr,mention
pnwscienceclass,@STEMTeachTools,mention
marynelson314,@ElemSciTchr,mention
JessicaFGWrites,@NGSS_tweeps,mention
ACHOSinfo,@jeansciqueen,mention
ACHOSinfo,@philiplbell,mention
ACHOSinfo,@dtcampbe,mention
ACHOSinfo,@STEMTeachTools,mention
ACHOSinfo,@S_M_Kelly,mention
ACHOSinfo,@sbott,mention
ACHOSinfo,@eacole09,mention
jeansciqueen,@philiplbell,mention
jeansciqueen,@dtcampbe,mention
jeansciqueen,@STEMTeachTools,mention
jeansciqueen,@S_M_Kelly,mention
jeansciqueen,@sbottasullivan,mention
jeansciqueen,@taftphaedra1,mention
jeansciqueen,@MooDogPress,mention
jeansciqueen,@ahutch311,mention
jeansciqueen,@KristaVermeal,mention
jeansciqueen,@ManciniMeriden,mention
jeansciqueen,@mft1478,mention
NewhouseBiology,@inquiry_hub,mention
NewhouseBiology,@mrcbjohnson,mention
EllistarTara,@CTSKeeley,mention
AshcraftLizette,@NGSS_tweeps,mention
everburningfire,@InqIts,mention
col628,@fsmcannibal77,mention
col628,@d0gel0ge,mention
col628,@_NGSS_,mention
col628,@Ogre17,mention
col628,@Timcast,mention
drloriandersen,@CTSKeeley,mention
JoLaggis,@NGSSphenomena,mention
InqIts,@STEM4Real,mention
InqIts,@NGSSphenomena,mention
InqIts,@NGSSchat,mention
InqIts,@ATN_1863,mention
InqIts,@NGSSchat,mention
sciencecat222,@CTSKeeley,mention
lex1science,@CTSKeeley,mention
Ogre17,@Bluewavegal1,mention
Ogre17,@col628,mention
Ogre17,@HuckleberryOg,mention
Ogre17,@d0gel0ge,mention
Ogre17,@_NGSS_,mention
Ogre17,@Timcast,mention
col628,@Ogre17,mention
col628,@HuckleberryOg,mention
col628,@d0gel0ge,mention
col628,@_NGSS_,mention
col628,@Timcast,mention
col628,@HuckleberryOg,mention
col628,@d0gel0ge,mention
col628,@_NGSS_,mention
col628,@Ogre17,mention
col628,@Timcast,mention
Danathegreat,@_NGSS_,mention
Danathegreat,@Ogre17,mention
Danathegreat,@Timcast,mention
sciencecat222,@CTSKeeley,mention
Jussaayin,@Dunreithdeadhe1,mention
Jussaayin,@_NGSS_,mention
Jussaayin,@Ogre17,mention
Jussaayin,@Timcast,mention
davis4u2nv,@_NGSS_,mention
davis4u2nv,@Ogre17,mention
davis4u2nv,@Timcast,mention
Ogre17,@_NGSS_,mention
Ogre17,@Timcast,mention
LacoeQuan,@PUSD_Science,mention
CoachYBSoftball,@AllieBBogart,mention
Learnography,@Zeid_factor,mention
TimPowers4,@STEMscopes,mention
ClassKicker,@MisterSci,mention
ClassKicker,@Flipgrid,mention
ClassKicker,@wakelet,mention
frizzlerichard,@CindyLKern,mention
Sci_Rem,@STEMTeachTools,mention
drloriandersen,@STEMTeachTools,mention
CummingsLinda,@AACTconnect,mention
StaceyCole,@Hope_PLAEASci,mention
StaceyCole,@plaea,mention
StaceyCole,@NGSSphenomena,mention
TdiShelton,@WisDPIscience,mention
TdiShelton,@ashley_green2,mention
TdiShelton,@Flipgrid,mention
TdiShelton,@ConceptboardApp,mention
TdiShelton,@emaze_tweets,mention
LeenaBMc,@STEM4Real,mention
LeenaBMc,@cascience,mention
TdiShelton,@tjscience,mention
philiplbell,@mySciHI,mention
ashley_green2,@WisDPIscience,mention
ashley_green2,@Flipgrid,mention
ashley_green2,@ConceptboardApp,mention
ashley_green2,@emaze_tweets,mention
ashley_green2,@johannabrown,mention
ashley_green2,@MisterSci,mention
LeenaBMc,@padlet,mention
LeenaBMc,@zoom_us,mention
wiscileaders,@philiplbell,mention
wiscileaders,@LearnInPlaces,mention
mySciHI,@tjscience,mention
TdiShelton,@johannabrown,mention
TdiShelton,@JenniferFine5,mention
NGSSchat,@WisDPIscience,mention
SoDakCurious,@STEMTeachTools,mention
tanita_jaz09,@patriciavargasq,mention
TdiShelton,@revel56,mention
ashley_green2,@Flipgrid,mention
ashley_green2,@ConceptboardApp,mention
ashley_green2,@emaze_tweets,mention
karalu79,@johannabrown,mention
johannabrown,@JenniferFine5,mention
tonyea_mead,@TdiShelton,mention
JudasTadeo_Arg,@GoyArgOficial,mention
TdiShelton,@sciresSoehl,mention
TdiShelton,@sunyesf,mention
JenniferFine5,@mySciHI,mention
philiplbell,@mySciHI,mention
TdiShelton,@karalu79,mention
TdiShelton,@kastidham,mention
philiplbell,@mySciHI,mention
philiplbell,@CSSSupervisors,mention
PriscilaPalacio,@PaolaCarosella,mention
PriscilaPalacio,@slpng_giants_pt,mention
philiplbell,@WisDPIscience,mention
philiplbell,@CSSSupervisors,mention
MisterSci,@mySciHI,mention
MisterSci,@CSSSupervisors,mention
TdiShelton,@WisDPIscience,mention
TdiShelton,@revel56,mention
TdiShelton,@philiplbell,mention
TdiShelton,@UW,mention
TdiShelton,@STEMTeachTools,mention
TdiShelton,@johannabrown,mention
philiplbell,@UW,mention
philiplbell,@STEMTeachTools,mention
philiplbell,@TdiShelton,mention
mySciHI,@TdiShelton,mention
AnnMacKenzie,@caahayes,mention
AnnMacKenzie,@NSTA,mention
mySciHI,@TdiShelton,mention
mySciHI,@WisDPIscience,mention
mySciHI,@CSSSupervisors,mention
mySciHI,@NSTA,mention
mySciHI,@nselascience,mention
CostellosCosmos,@AllieBBogart,mention
KyleOpatik,@OfficialNGSS,mention
PRJTeske,@philiplbell,mention
JamieIannone,@powerupedu,mention
JamieIannone,@mystemkits,mention
WilliamFranzell,@NSTA,mention
WilliamFranzell,@OkheeLee,mention
WmGReed,@ksscienceguy,mention
WmGReed,@KRenaeP,mention
WmGReed,@NGSS_tweeps,mention
LizPotterNelson,@CindyLKern,mention
ngssSfocus,@NGSS_tweeps,mention
philiplbell,@WisDPIscience,mention
philiplbell,@mySciHI,mention
philiplbell,@CSSSupervisors,mention
WmGReed,@TdiShelton,mention
WmGReed,@CSSS,mention
TdiShelton,@CSSSupervisors,mention
TdiShelton,@nsta,mention
TdiShelton,@STEMTeachTools,mention
STEMequality,@STEMTeachTools,mention
caahayes,@NSTA,mention
caahayes,@drroysafersci,mention
caahayes,@KSDoyle1,mention
philiplbell,@CindyLKern,mention
auntjennoelle,@PUSD_Science,mention
ellabowling,@tjscience,mention
chemduncan,@AACTconnect,mention
vxjoe,@NSTA,mention
vxjoe,@OkheeLee,mention
joe4rialtousd,@NSTA,mention
joe4rialtousd,@OkheeLee,mention
sdngss,@cjcochrane21,mention
sdngss,@SanDiegoCOE,mention
chiragchiku,@NaradMuniSpeaks,mention
chiragchiku,@coolfunnytshirt,mention
lydon_hank,@_NGSS_,mention
lydon_hank,@Amy_Siskind,mention
lydon_hank,@AlanTudyk,mention
mistemgwm,@STEMTeachTools,mention
CindyLKern,@STEMTeachTools,mention
phenomonica,@OfficialNGSS,mention
aboutlitterjam7,@itsmenaraa,mention
MsNikiaMoy,@MsRozema,mention
ACHOSinfo,@PUSD_Science,mention
DPLeague,@DigitalPromise,mention
richbacolor,@PUSD_Science,mention
LeeAnnePower,@liorschenk,mention
RCSDMLKJr,@liorschenk,mention
blocht574,@liorschenk,mention
KateCookWhitt,@CADREK12,mention
KateCookWhitt,@philiplbell,mention
Webdog44,@CancerCureDoc,mention
drloriandersen,@CTSKeeley,mention
townsendtana,@STEMTeachTools,mention
drloriandersen,@STEMTeachTools,mention
drloriandersen,@tjscience,mention
JenniferFine5,@tjscience,mention
jhubb546,@quizizz,mention
becaareeis,@ciroalencar_,mention
GUHSD_Science,@philiplbell,mention
pentaclethra,@pentaclethra,mention
pentaclethra,@porchdragon,mention
mjheinz57,@jeffgrant21,mention
3DplanJeanane,@NGSS_tweeps,mention
3DplanJeanane,@nellkduke,mention
3DplanJeanane,@OkheeLee_,mention
3DplanJeanane,@ameliagotwals,mention
3DplanJeanane,@TanyaSWright,mention
TheresaJHall,@SouthportEl,mention
TheresaJHall,@PLTW,mention
TheresaJHall,@JefftSpencer,mention
TheresaJHall,@akendall_ses,mention
TheresaJHall,@PerryTwpSchools,mention
TheresaJHall,@mapes_pat,mention
amylkelly81,@jeffgrant21,mention
EllistarTara,@CTSKeeley,mention
benriggz,@philiplbell,mention
Doc_AOC,@TdiShelton,mention
Doc_AOC,@NSTA,mention
STEMTeachTools,@philiplbell,mention
AliKaaay,@philiplbell,mention
AllnSTEM,@CTSKeeley,mention
ablidy,@jeffgrant21,mention
MathFanHoefert,@CTSKeeley,mention
DrPortillos5th,@FOSSscience,mention
DrPortillos5th,@CanvasLMS,mention
DrPortillos5th,@djaes_eagles,mention
MissStrunk,@liorschenk,mention
CADREK12,@NSTA,mention
EDCtweets,@oceansofdata,mention
ScienceHawaii,@drloriandersen,mention
philiplbell,@liorschenk,mention
ngsnavigators,@ngsnavigators,mention
CODAPdatasci,@oceansofdata,mention
twnklstrr,@cjcochrane21,mention
twnklstrr,@SanDiegoCOE,mention
scianna2,@WIScienceTeach,mention
cjcochrane21,@SanDiegoCOE,mention
cjcochrane21,@twnklstrr,mention
cjcochrane21,@sdngss,mention
UCLAScienceProj,@UCLAScienceProj,mention
LearnInPlaces,@KimberleyAstle,mention
PraxisMedHat,@ScienceBuddies,mention
ksscienceguy,@KRenaeP,mention
ksscienceguy,@NGSS_tweeps,mention
ksscienceguy,@KRenaeP,mention
ksscienceguy,@NGSS_tweeps,mention
philiplbell,@KimberleyAstle,mention
TheReelReno,@ClintOldenburg,mention
JeffcoScience,@STEMTeachTools,mention
MisterSci,@OpenSciEd,mention
MelissaRenko,@philiplbell,mention
thatguyrick,@MsVenturino,mention
thatguyrick,@PearDeck,mention
Chelsea35682276,@LearnInPlaces,mention
IAMDAONE111,@_NGSS_,mention
IAMDAONE111,@MrAndyNgo,mention
ItsAmandaMacias,@goldenplunger,mention
KimberleyAstle,@NSTA,mention
