sender,receiver,edge_type
ck12foundation,@krenaep,mention
ck12foundation,@phetsims,mention
ngss_tweeps,@uclascienceproj,mention
ngss_tweeps,@uclacenterx,mention
sephalithakkar,@ctskeeley,mention
bunnythemoo,@cloudy96_,mention
tke673dt,@ngss_tweeps,mention
tke673dt,@ngss_tweeps,mention
tke673dt,@tke673dt,mention
tke673dt,@ngss_tweeps,mention
drloriandersen,@steph4science,mention
drloriandersen,@drloriandersen,mention
drloriandersen,@ngss_tweeps,mention
drloriandersen,@uclascienceproj,mention
drloriandersen,@uclacenterx,mention
steph4science,@drloriandersen,mention
steph4science,@ngss_tweeps,mention
steph4science,@uclascienceproj,mention
steph4science,@uclacenterx,mention
drloriandersen,@ngss_tweeps,mention
drloriandersen,@uclascienceproj,mention
drloriandersen,@uclacenterx,mention
drloriandersen,@ngss_tweeps,mention
hcpsselemsci,@stemteachtools,mention
saucedoscience,@thinksci,mention
sciedhutch,@thinksci,mention
labaids,@ngss_tweeps,mention
gauchobrad,@mysterysci,mention
drloriandersen,@ngss_tweeps,mention
drloriandersen,@uclascienceproj,mention
drloriandersen,@uclacenterx,mention
teachinchucks,@flabellinajg,mention
teachinchucks,@k12alliance,mention
betsyd1115,@thinksci,mention
drloriandersen,@thinksci,mention
grayron,@thinksci,mention
uclascienceproj,@flipgrid,mention
uclascienceproj,@uclacenterx,mention
uclascienceproj,@casciencecenter,mention
uclascienceproj,@cascience,mention
uclascienceproj,@ngssphenomena,mention
sbottasullivan,@summerbrennan,mention
sbottasullivan,@ngss_tweeps,mention
sbottasullivan,@ngsschat,mention
greenhillssci1,@ctskeeley,mention
ngsnavigators,@ngsnavigators,mention
drloriandersen,@ngss_tweeps,mention
drdsteele_phd,@mrdevydev,mention
ngss_tweeps,@uclascienceproj,mention
ngss_tweeps,@uclacenterx,mention
5thgradetcher,@ctskeeley,mention
wuchtbrumme80,@tina196521,mention
wuchtbrumme80,@sophistikaethe,mention
4lastem,@openscied,mention
sciressoehl,@ngss_tweeps,mention
3262mn,@nesta_us,mention
amyhall01,@teachearthspace,mention
amyhall01,@nats_science,mention
amyhall01,@tjscience,mention
ufo456,@ashleybonet_,mention
ufo456,@killor1maryjane,mention
ufo456,@kennelly_school,mention
ufo456,@natureclassinst,mention
cornubiageol,@nesta_us,mention
jamazingteachin,@stemteachtools,mention
foley_ip,@gretchenmilary,mention
foley_ip,@shmoovyshmoov,mention
foley_ip,@ngss_tweeps,mention
ngsnavigators,@ngsnavigators,mention
vogelwendi,@ngss_tweeps,mention
imsouthern,@philiplbell,mention
imsouthern,@drjoybjo,mention
imsouthern,@wmgreed,mention
alephreish,@nesta_us,mention
amylkelly81,@gretchenmilary,mention
amylkelly81,@shmoovyshmoov,mention
amylkelly81,@ngss_tweeps,mention
cerse_us,@nesta_us,mention
philiplbell,@telllab,mention
philiplbell,@telllab,mention
philiplbell,@nsta,mention
elemsci_jennbw,@fljmendez,mention
elemsci_jennbw,@nsta,mention
hcpsselemsci,@stemteachtools,mention
chrisbandaaa,@william40221425,mention
chrisbandaaa,@breadgangg_spam,mention
chrisbandaaa,@kodakblack1k,mention
lisalista73,@brickercoaching,mention
lisalista73,@mrlindsey_ngss,mention
inqits,@stemteachtools,mention
aftct,@ashleybonet_,mention
aftct,@killor1maryjane,mention
aftct,@kennelly_school,mention
aftct,@natureclassinst,mention
saturdayacademy,@definedlearning,mention
drloriandersen,@ngss_tweeps,mention
mr_geologist,@nesta_us,mention
digitaltidepool,@ngss_tweeps,mention
jeffcoscience,@ngss_tweeps,mention
utdctramirez,@shmoovyshmoov,mention
utdctramirez,@ngss_tweeps,mention
abeslo,@gretchenmilary,mention
abeslo,@shmoovyshmoov,mention
abeslo,@ngss_tweeps,mention
abeslo,@maple7thscience,mention
imsouthern,@fljmendez,mention
imsouthern,@nsta,mention
monica_vincent,@teachpasci,mention
nsta,@fljmendez,mention
nsta,@nsta,mention
sharihilding,@nesta_us,mention
waiting90days,@nesta_us,mention
waiting90days,@nesta_us,mention
kalebgerm,@philiplbell,mention
jeffcoscience,@openscied,mention
mmd41581,@ngss_tweeps,mention
dngranucci,@ngss_tweeps,mention
aijalonedwards,@kamrieeee,mention
phetsims,@digitaltidepool,mention
phetsims,@ngss_tweeps,mention
phetsims,@phetsims,mention
digitaltidepool,@ngss_tweeps,mention
digitaltidepool,@phetsims,mention
drloriandersen,@ngss_tweeps,mention
mmd41581,@ngss_tweeps,mention
zyekonim,@mimilkmm,mention
teachearthspace,@abeslo,mention
heartsandroses9,@tlcplmax,mention
sif0709,@mysterysci,mention
nsta_xvii,@fljmendez,mention
nsta_xvii,@nsta,mention
leilanisabz,@thinksci,mention
uclascienceproj,@profcrnkypants,mention
caseyking107,@planssub,mention
edscoop_news,@edwebnet,mention
edwebnet,@ltropf,mention
edwebnet,@immersedgames,mention
edwebnet,@tytoonline,mention
edwebnet,@edscoop_news,mention
dajezuus,@cloudesy_,mention
sciteachcjn,@gretchenmilary,mention
sciteachcjn,@shmoovyshmoov,mention
sciteachcjn,@ngss_tweeps,mention
lisakenyon15,@gretchenmilary,mention
lisakenyon15,@shmoovyshmoov,mention
lisakenyon15,@ngss_tweeps,mention
srms_science,@bmsscienceteach,mention
srms_science,@ngss_tweeps,mention
blackiesfoodcom,@iamyeychii,mention
sagemountaintr2,@fljmendez,mention
sagemountaintr2,@nsta,mention
robert_rwallace,@bmsscienceteach,mention
ngss_tweeps,@profcrnkypants,mention
lpasanek,@gretchenmilary,mention
lpasanek,@openscied,mention
lpasanek,@shmoovyshmoov,mention
lpasanek,@ngss_tweeps,mention
stemkins9484,@stemteachtools,mention
timpowers4,@stemscopes,mention
jeffcoscience,@stemteachtools,mention
jeffcoscience,@ngsnavigators,mention
sharmeenmoosa,@rvis_bh,mention
fljmendez,@nsta,mention
fljmendez,@dinomanschatz,mention
fljmendez,@tdishelton,mention
fljmendez,@bethallanok,mention
fljmendez,@caroyce,mention
fljmendez,@ericmgb,mention
chidambara09,@stacyktweets,mention
chidambara09,@caedchat,mention
geo_risk,@nesta_us,mention
cerse_us,@nesta_us,mention
czem,@stemteachtools,mention
maschoeneck,@gretchenmilary,mention
maschoeneck,@shmoovyshmoov,mention
maschoeneck,@ngss_tweeps,mention
jmakaz,@stemteachtools,mention
openscied,@gretchenmilary,mention
openscied,@shmoovyshmoov,mention
openscied,@ngss_tweeps,mention
tarafarah7,@mrpiercey,mention
3262mn,@nesta_us,mention
3262mn,@woodsholeresctr,mention
bmes_dawson,@stemteachtools,mention
johannmundy,@natlparkservice,mention
caseyking107,@planssub,mention
science_1st,@stemteachtools,mention
science_4_all,@stemteachtools,mention
niwolv,@nsta,mention
praxismedhat,@stemteachtools,mention
dora_kastel,@bpenuel,mention
dora_kastel,@inquiry_hub,mention
dora_kastel,@openscied,mention
dora_kastel,@nextgenstoryli1,mention
philiplbell,@stemteachtools,mention
williamfranzell,@stemteachtools,mention
shmoovyshmoov,@gretchenmilary,mention
shmoovyshmoov,@ngss_tweeps,mention
carriedepetris,@tjscience,mention
carriedepetris,@ngssphenomena,mention
esfs_canada,@nesta_us,mention
esfs_canada,@woodsholeresctr,mention
uclascienceproj,@ngss_tweeps,mention
uclascienceproj,@ngss_tweeps,mention
xeno_lith,@ngss_tweeps,mention
xeno_lith,@uclascienceproj,mention
safarnum,@philiplbell,mention
safarnum,@acesseproject,mention
safarnum,@openscied,mention
waiting90days,@nesta_us,mention
waiting90days,@woodsholeresctr,mention
waiting90days,@nesta_us,mention
cerse_us,@omv,mention
cerse_us,@woodsholeresctr,mention
peggyashbrook,@stemteachtools,mention
britlc3,@rangergabe,mention
britlc3,@britlc3,mention
jessica_sawko,@philiplbell,mention
jessica_sawko,@csssupervisors,mention
davidrbakker,@thepocketlab,mention
davidrbakker,@paulandersen,mention
berekade,@nesta_us,mention
berekade,@berkeleyearth,mention
jenniferfine5,@stemteachtools,mention
knowlesteachers,@educatorvoices,mention
rangergabe,@britlc3,mention
thestemazingpro,@stemteachtools,mention
rockwriteread,@missnoriscience,mention
mikeszczepanik,@stemteachtools,mention
vegan4wall,@thegentlebarn,mention
nkcscience,@stemteachtools,mention
cho_liz,@officialngss,mention
cho_liz,@swabel11,mention
cho_liz,@ngsschat,mention
tazo157,@stemteachtools,mention
sciwonderwoman,@stemteachtools,mention
livebettervegan,@thegentlebarn,mention
worozaken,@thinksci,mention
sparkys_mom,@thinksci,mention
krsciencelady,@thinksci,mention
philiplbell,@stemteachtools,mention
jennyballif,@doctoret,mention
jennyballif,@youtube,mention
jennyballif,@maddiemoate,mention
jennyballif,@khanubis,mention
jennyballif,@minuteearth,mention
jennyballif,@veritasium,mention
jennyballif,@smartereveryday,mention
jennyballif,@thephysicsgirl,mention
jennyballif,@the_musser,mention
jennyballif,@hankgreen,mention
jennyballif,@sallylepage,mention
jennyballif,@upndatom,mention
jennyballif,@youtube,mention
pichille,@jipi_ngss,mention
pichille,@mikeysfamous,mention
pichille,@sweeetfantasy,mention
sbottasullivan,@ngss_tweeps,mention
thinksci,@ngss_tweeps,mention
thinksci,@ngsschat,mention
praxismedhat,@msventurino,mention
myscihi,@zacharymorita,mention
myscihi,@mathmanfre,mention
myscihi,@petrahschatz,mention
auntjennoelle,@philiplbell,mention
auntjennoelle,@csssupervisors,mention
myscihi,@philiplbell,mention
myscihi,@csssupervisors,mention
thepowerofmeow,@thegentlebarn,mention
novaeducation,@energyedfund,mention
novaeducation,@novaeducation,mention
cbsdreamteam,@apoduvall,mention
cbsdreamteam,@mirandacosgrove,mention
cbsdreamteam,@gdigm,mention
cbsdreamteam,@cbs,mention
garym,@msventurino,mention
openscied,@philiplbell,mention
openscied,@c,mention
karlleonardk,@nesta_us,mention
karlleonardk,@prinstitution,mention
cbsunstoppable,@apoduvall,mention
cbsunstoppable,@mirandacosgrove,mention
cbsunstoppable,@gdigm,mention
cbsunstoppable,@cbs,mention
stemequality,@philiplbell,mention
stemequality,@csssupervisors,mention
uncledrunky,@realdonaldtrump,mention
acesseproject,@philiplbell,mention
acesseproject,@csssupervisors,mention
nikog21,@brookebcnn,mention
bloqq4building,@inqits,mention
slp_cheshire,@alexbclearning,mention
slp_cheshire,@thease,mention
538355,@eye_wire,mention
charnobyl1,@tdishelton,mention
charnobyl1,@nsta,mention
seriousgames123,@ludigencia,mention
seriousgames123,@educatoral,mention
david_byer,@philiplbell,mention
david_byer,@csssupervisors,mention
2geogals,@iris_epo,mention
momanyr,@johncasperolson,mention
getteachergeek,@jonterlee,mention
getteachergeek,@getteachergeek,mention
ksbioteachers,@abeslo,mention
ksbioteachers,@bscsorg,mention
stemteachtools,@philiplbell,mention
stemteachtools,@csssupervisors,mention
mrsblanchet7,@usm_astone,mention
cerse_us,@nesta_us,mention
cerse_us,@iss_casis,mention
cerse_us,@nesta_us,mention
cerse_us,@prinstitution,mention
fairyaoi,@hochikokoyakyuh,mention
cjcochrane21,@philiplbell,mention
cjcochrane21,@csssupervisors,mention
lgates_science,@krenaep,mention
stemteachtools,@tdishelton,mention
stemteachtools,@csssupervisors,mention
philiplbell,@csssupervisors,mention
navywrestlemom,@tdishelton,mention
navywrestlemom,@nsta,mention
bridgeta007,@drweatherhead,mention
bridgeta007,@ngssphenomena,mention
bridgeta007,@delcostem,mention
philiplbell,@tdishelton,mention
philiplbell,@csssupervisors,mention
tdishelton,@emilymo26723814,mention
tdishelton,@csssupervisors,mention
tdishelton,@nsta,mention
tdishelton,@officialngss,mention
philiplbell,@stemteachtools,mention
ourblogginglife,@cms_ferguson,mention
njctl,@tdishelton,mention
njctl,@nsta,mention
jetm13,@edumediatweets,mention
stemkins9484,@sksleasman,mention
stemkins9484,@azedschools,mention
stemkins9484,@csssupervisors,mention
inqits,@tiffanyneill,mention
3262mn,@nesta_us,mention
3262mn,@iss_casis,mention
rfmurph,@abadri09,mention
bmsscienceteach,@ngss_tweeps,mention
tnsta,@stemteachtools,mention
edscoop_news,@edwebnet,mention
kimberlyfluet,@jenkinschem,mention
kimberlyfluet,@ngss_tweeps,mention
kimberlyfluet,@n,mention
amy_sc1ence,@nesta_us,mention
amy_sc1ence,@prinstitution,mention
gjenkins585,@ngss_tweeps,mention
gjenkins585,@ngsschat,mention
gjenkins585,@ngsssfocus,mention
gjenkins585,@3dsciencecafe,mention
gjenkins585,@courtneychem,mention
vasquezpabloj,@nesta_us,mention
vasquezpabloj,@prinstitution,mention
waiting90days,@nesta_us,mention
waiting90days,@prinstitution,mention
waiting90days,@nesta_us,mention
waiting90days,@iss_casis,mention
alexbclearning,@thease,mention
alexbclearning,@nsta,mention
alexbclearning,@officialngss,mention
alexbclearning,@ngss_tweeps,mention
cerse_us,@iss_casis,mention
cerse_us,@terctweets,mention
chittaphontenv,@itaeyongie_,mention
chittaphontenv,@ddoyoungkim_,mention
chittaphontenv,@dejunyah,mention
chittaphontenv,@guelucasgans,mention
stem_nastics,@stemteachtools,mention
johnmurnan,@thepocketlab,mention
johnmurnan,@paulandersen,mention
achieveinc,@officialngss,mention
achieveinc,@k12alliance,mention
achieveinc,@nextgenstoryli1,mention
achieveinc,@openscied,mention
lissakevans,@dyfiospreys,mention
k_rolfe,@sksleasman,mention
tracyjarrett9,@tjscience,mention
nuciera,@nu_gk12,mention
jeffcoscience,@tiffanyneill,mention
bpenuel,@krademaker,mention
bpenuel,@nsta,mention
steam_sccoe,@philiplbell,mention
amycanales01,@stemscopes,mention
jenniferfine5,@abadri09,mention
wandabryant,@mrb_emscats,mention
jlucero143,@stemscopes,mention
aoliverscigeek,@philiplbell,mention
aoliverscigeek,@tzouct,mention
aoliverscigeek,@meganbang3,mention
edscoop_news,@edwebnet,mention
land_manager,@pewi_isu,mention
jeffcoscience,@officialngss,mention
jeffcoscience,@k12alliance,mention
jeffcoscience,@nextgenstoryli1,mention
jeffcoscience,@openscied,mention
richbacolor,@bpenuel,mention
pallincoln1,@steph1simmons,mention
pallincoln1,@rosefattamari,mention
jenniferfine5,@philiplbell,mention
jenniferfine5,@csssupervisors,mention
jenniferfine5,@bpenuel,mention
jenniferfine5,@inquiry_hub,mention
jenniferfine5,@openscied,mention
jenniferfine5,@nextgenstoryli1,mention
bpsscienceholly,@philiplbell,mention
bpsscienceholly,@csssupervisors,mention
betsyd1115,@philiplbell,mention
betsyd1115,@csssupervisors,mention
gbongiorno,@usm_astone,mention
buzzgoesb,@krademaker,mention
philiplbell,@abadri09,mention
isaacjwells,@krademaker,mention
achosinfo,@philiplbell,mention
achosinfo,@jenniferfine5,mention
mbduarte_,@winniebueno,mention
jenniferfine5,@leena219,mention
jenniferfine5,@safarnum,mention
jenniferfine5,@ashley_green2,mention
raazzerah,@sksleasman,mention
raazzerah,@azedschools,mention
raazzerah,@csssupervisors,mention
jmccluan,@abeslo,mention
jmccluan,@bscsorg,mention
gouldingeducate,@philiplbell,mention
gouldingeducate,@csssupervisors,mention
polntcrow,@neotheater,mention
xeno_lith,@philiplbell,mention
airtelindia,@ngss_official,mention
science_4_all,@philiplbell,mention
melanie_lovedoz,@tiffanyneill,mention
asmundson,@philiplbell,mention
joy4ok,@tiffanyneill,mention
srvhsptsa,@rjmama,mention
srvhsptsa,@srv,mention
astehly,@wisdpiscience,mention
philiplbell,@krademaker,mention
philiplbell,@tjscience,mention
edpuzzle,@shchemistry,mention
edpuzzle,@astehly,mention
edpuzzle,@edpuzzle,mention
edpuzzle,@edpuzzle,mention
philiplbell,@sciressoehl,mention
achosinfo,@johncasperolson,mention
sciedspence,@ngsnavigators,mention
thinksci,@sciressoehl,mention
thinksci,@czmeteach,mention
philiplbell,@ginateso,mention
collisnoelle,@vogelwendi,mention
garciascihawk,@lizette_burks,mention
garciascihawk,@csssupervisors,mention
sbottasullivan,@tdishelton,mention
sbottasullivan,@abadri09,mention
sbottasullivan,@wisdpiscience,mention
sbottasullivan,@csssupervisors,mention
laisoca21,@ritseduarda,mention
ashley_green2,@kg_dono,mention
ashley_green2,@safarnum,mention
philiplbell,@safarnum,mention
sciressoehl,@bpenuel,mention
garciascihawk,@philiplbell,mention
garciascihawk,@csssupervisors,mention
niwolv,@safarnum,mention
sciressoehl,@abadri09,mention
sciressoehl,@shchemistry,mention
philiplbell,@wandabryant,mention
ginateso,@mrb_emscats,mention
krsciencelady,@frizzlerichard,mention
krsciencelady,@lizette_burks,mention
krsciencelady,@abadri09,mention
krsciencelady,@wisdpiscience,mention
krsciencelady,@tdishelton,mention
bk3dsci,@msvickscience,mention
bk3dsci,@wisdpiscience,mention
bk3dsci,@abadri09,mention
bk3dsci,@tdishelton,mention
sciressoehl,@shchemistry,mention
sciressoehl,@abadri09,mention
oscarivanperez,@cuencaguainia,mention
kaytomm,@abadri09,mention
kaytomm,@wisdpiscience,mention
flabellinajg,@abadri09,mention
flabellinajg,@wisdpiscience,mention
flabellinajg,@csssupervisors,mention
bpenuel,@lizette_burks,mention
bpenuel,@nicholwolv,mention
bpenuel,@pkstrode,mention
bpenuel,@wisdpiscience,mention
philiplbell,@johncasperolson,mention
coach_white5,@mount_wbb,mention
krsciencelady,@mrb_emscats,mention
krsciencelady,@bpenuel,mention
niwolv,@bpenuel,mention
niwolv,@pkstrode,mention
niwolv,@wisdpiscience,mention
abadri09,@bk3dsci,mention
bpenuel,@tiffanyneill,mention
bpenuel,@abeslo,mention
philiplbell,@abadri09,mention
frizzlerichard,@leena219,mention
frizzlerichard,@ready4rigor,mention
vwaiiz,@krutapanapat,mention
tanea_hibler,@achosinfo,mention
achosinfo,@nicholwolv,mention
achosinfo,@johncasperolson,mention
gingerrohwer,@abadri09,mention
abadri09,@krademaker,mention
sciressoehl,@philiplbell,mention
vogelwendi,@achosinfo,mention
tdishelton,@bpenuel,mention
gingerrohwer,@bpenuel,mention
gingerrohwer,@ashley_green2,mention
gingerrohwer,@wisdpiscience,mention
gingerrohwer,@edweek,mention
achosinfo,@philiplbell,mention
philiplbell,@tjscience,mention
andreabeaty,@mrsetense,mention
andreabeaty,@tjscience,mention
drperalessoto,@leena219,mention
lizarickey,@wandabryant,mention
bpenuel,@sciressoehl,mention
achosinfo,@safarnum,mention
shchemistry,@astehly,mention
shchemistry,@edpuzzle,mention
shchemistry,@edpuzzle,mention
achosinfo,@philiplbell,mention
shchemistry,@abadri09,mention
mslorisstory,@philiplbell,mention
achosinfo,@tanea_hibler,mention
bpenuel,@nextgenstoryli1,mention
wiscileaders,@abadri09,mention
auntjennoelle,@ginateso,mention
abadri09,@shchemistry,mention
kaytomm,@tjscience,mention
kaytomm,@meganbang3,mention
myscihi,@kerriwingert,mention
tdishelton,@bk3dsci,mention
cassiemarie39,@profanefeminist,mention
auntjennoelle,@bpenuel,mention
krsciencelady,@lizette_burks,mention
krsciencelady,@garciascihawk,mention
tjscience,@meganbang3,mention
niwolv,@leena219,mention
tiffanyneill,@abeslo,mention
kerriwingert,@myscihi,mention
krsciencelady,@philiplbell,mention
krsciencelady,@tjscience,mention
krsciencelady,@frizzlerichard,mention
krsciencelady,@sciedhenry,mention
krsciencelady,@s_m_kelly,mention
krsciencelady,@stemteachtools,mention
krsciencelady,@eveimanz,mention
ginateso,@karen4stem,mention
philiplbell,@abadri09,mention
philiplbell,@myscihi,mention
philiplbell,@kaytomm,mention
philiplbell,@lizette_burks,mention
philiplbell,@tiffanyneill,mention
philiplbell,@sci_sara,mention
philiplbell,@hallscience,mention
philiplbell,@dalcazarroman,mention
azuzoman4,@al__moshaf,mention
themamamiaxo,@hamma2tymes,mention
abadri09,@bpenuel,mention
flabellinajg,@abeslo,mention
traciegcain,@sbottasullivan,mention
hyonceivy,@viblzeira,mention
hyonceivy,@kesialoveboysl1,mention
safarnum,@ashley_green2,mention
philiplbell,@abadri09,mention
philiplbell,@csssupervisors,mention
philiplbell,@abadri09,mention
mrsetense,@ngss_tweeps,mention
mrsetense,@ngssphenomena,mention
kristaparker,@thepocketlab,mention
kristaparker,@paulandersen,mention
philiplbell,@frizzlerichard,mention
createosity,@philiplbell,mention
tyinn4,@fahmi_fadzil,mention
scimilo,@wustlisp,mention
tdishelton,@philiplbell,mention
tdishelton,@uwcollegeofed,mention
tdishelton,@stemteachtools,mention
tdishelton,@csssupervisors,mention
ginateso,@nycschools,mention
ginateso,@csssupervisors,mention
ginateso,@acesseproject,mention
mslorisstory,@ccsd_cpd,mention
mslorisstory,@nevadascience,mention
philiplbell,@tdishelton,mention
safarnum,@philiplbell,mention
strayeetkids,@lixeffects,mention
auntjennoelle,@sccoe,mention
auntjennoelle,@steam_sccoe,mention
philiplbell,@uwcollegeofed,mention
philiplbell,@stemteachtools,mention
philiplbell,@csssupervisors,mention
philiplbell,@tdishelton,mention
philiplbell,@csssupervisors,mention
lucymfel,@tggdsantosfam,mention
tdishelton,@csssupervisors,mention
missjblank,@google,mention
missjblank,@nasajpl,mention
missjblank,@cueinc,mention
ngsschat,@philiplbell,mention
toddbohannon,@philiplbell,mention
frizzlerichard,@philiplbell,mention
ngss4oregon,@philiplbell,mention
cdrhodjo,@tbohrer09,mention
cdrhodjo,@principaltharp,mention
cdrhodjo,@princigal18,mention
cdrhodjo,@jekloeppel,mention
cdrhodjo,@18scoop18,mention
cdrhodjo,@casas_jimmy,mention
cdrhodjo,@brewerhm,mention
jonterlee,@getteachergeek,mention
philiplbell,@officialngss,mention
gutafrecheiras,@babusantana,mention
gutafrecheiras,@fiatbr,mention
nevadascience,@philiplbell,mention
cas_sotelo,@solefranco1979,mention
thepocketlab,@paulandersen,mention
tjscience,@buwheelock,mention
tytoonline,@edwebnet,mention
tytoonline,@ltropf,mention
tytoonline,@immersedgames,mention
tytoonline,@tytoonline,mention
tytoonline,@edscoop_news,mention
mariosotodosos,@_mariab12,mention
mariosotodosos,@dccano93,mention
stemequality,@philiplbell,mention
philiplbell,@philiplbell,mention
achosinfo,@stemteachtools,mention
kathyfoustors,@officialngss,mention
kathyfoustors,@k12alliance,mention
kathyfoustors,@nextgenstoryli1,mention
kathyfoustors,@openscied,mention
garciascihawk,@philiplbell,mention
sakaetakenawa,@iris_epo,mention
safarnum,@philiplbell,mention
frizzlerichard,@philiplbell,mention
allnstem,@stemteachtools,mention
marilynedu,@msventurino,mention
usm_astone,@ngsnavigators,mention
achosinfo,@tjscience,mention
achosinfo,@bigelowlab,mention
achosinfo,@cathmmit,mention
achosinfo,@officialngss,mention
achosinfo,@k12alliance,mention
achosinfo,@nextgenstoryli1,mention
achosinfo,@openscied,mention
williamfranzell,@philiplbell,mention
williamfranzell,@in,mention
sbottasullivan,@tdishelton,mention
sbottasullivan,@csssupervisors,mention
frizzlerichard,@officialngss,mention
schuckscience,@pewi_isu,mention
williamfranzell,@officialngss,mention
williamfranzell,@k12alliance,mention
williamfranzell,@nextgenstoryli1,mention
williamfranzell,@openscied,mention
science_4_all,@stemteachtools,mention
sleepydystopian,@tjscience,mention
sleepydystopian,@bigelowlab,mention
sleepydystopian,@cathmmit,mention
allnstem,@officialngss,mention
allnstem,@k12alliance,mention
allnstem,@nextgenstoryli1,mention
allnstem,@openscied,mention
volcanowatching,@earthsciweek,mention
concorddotorg,@officialngss,mention
concorddotorg,@k12alliance,mention
concorddotorg,@nextgenstoryli1,mention
concorddotorg,@openscied,mention
scinaturabree,@pewi_isu,mention
mrvrago,@nmnh,mention
mrvrago,@sahasbarve,mention
drdsteele_phd,@philiplbell,mention
drdsteele_phd,@in,mention
jacsarnese,@elevatedstem,mention
wiscileaders,@officialngss,mention
lschultemoore,@pewi_isu,mention
achosinfo,@officialngss,mention
annelowry8,@philiplbell,mention
annelowry8,@in,mention
brentbawel,@mindfuelca,mention
estefania_20301,@10maariia,mention
sigekok,@iris_epo,mention
coulman,@vogelwendi,mention
achosinfo,@ngsnavigators,mention
wsspc,@iris_epo,mention
2lcrs6,@iris_epo,mention
achosinfo,@philiplbell,mention
achosinfo,@in,mention
sciencecat222,@iris_epo,mention
mrjtweeter,@officialngss,mention
nwallacecxh,@philiplbell,mention
nwallacecxh,@in,mention
ecparlandino,@parlandino,mention
ecparlandino,@opsom,mention
hellodannidyer,@fredsirieix1,mention
circls_org,@philiplbell,mention
circls_org,@in,mention
carson_jen_e,@philiplbell,mention
carson_jen_e,@in,mention
auntjennoelle,@philiplbell,mention
auntjennoelle,@in,mention
stemequality,@philiplbell,mention
stemequality,@in,mention
wandabryant,@philiplbell,mention
wandabryant,@in,mention
beyer149,@philiplbell,mention
beyer149,@in,mention
ipfo,@nmnh,mention
ipfo,@sahasbarve,mention
sahasbarve,@nmnh,mention
sahasbarve,@sahasbarve,mention
stemkins9484,@bscsorg,mention
mtgirlsstem,@paulandersen,mention
kh_oliver,@philiplbell,mention
kh_oliver,@in,mention
wmgreed,@tdishelton,mention
wmgreed,@csssupervisors,mention
abi_bakkal,@tokcem,mention
durso,@tjscience,mention
jeansciqueen,@ngsnavigators,mention
achosinfo,@ngsnavigators,mention
wiscileaders,@tdishelton,mention
wiscileaders,@nsta,mention
heathermlister,@msventurino,mention
bboo_yyan_n,@mysweetpeais,mention
bboo_yyan_n,@cass_digital,mention
freelanb,@ngss_tweeps,mention
freelanb,@elliotsoloway,mention
a_kabaker,@smithsonianedu,mention
a_kabaker,@sahasbarve,mention
eyuzwa,@mindfuelca,mention
33heupel,@ngss_tweeps,mention
33heupel,@parlayideas,mention
srvusd_ngss,@flabellinajg,mention
ms_a_yeh,@msventurino,mention
jamazingteachin,@sbottasullivan,mention
meagan_e_kelly,@msventurino,mention
warrenmedia,@edustaton,mention
warrenmedia,@ngss_tweeps,mention
drloriandersen,@tdishelton,mention
drloriandersen,@nsta,mention
dennyhymel,@agfoundation,mention
screenpalapp,@boksciencerocks,mention
screenpalapp,@ngss_tweeps,mention
screenpalapp,@paulandersen,mention
safarnum,@ngssphenomena,mention
gretchenmilary,@shmoovyshmoov,mention
gretchenmilary,@ngss_tweeps,mention
inqits,@nasastem,mention
janeoz,@tuvalabs,mention
tgibbsburke,@tuvalabs,mention
sbottasullivan,@hetlandscience,mention
sbottasullivan,@scifly1975,mention
sbottasullivan,@ngss_tweeps,mention
flabellinajg,@abeslo,mention
flabellinajg,@bscsorg,mention
hetlandscience,@scifly1975,mention
hetlandscience,@ngss_tweeps,mention
achosinfo,@tjscience,mention
jenniferfine5,@tdishelton,mention
jenniferfine5,@csssupervisors,mention
mswz,@nmnh,mention
mswz,@sahasbarve,mention
smithsonianedu,@nmnh,mention
smithsonianedu,@sahasbarve,mention
jt_dmv,@astrotravyyy,mention
thatsickteacher,@lgates_science,mention
thatsickteacher,@ngss_tweeps,mention
tanea_hibler,@ngss_tweeps,mention
tanea_hibler,@secaurphysics,mention
philiplbell,@stemteachtools,mention
msfrizzlect,@ngss_tweeps,mention
worldnut,@inqits,mention
sci_rocksstars,@ngss_tweeps,mention
sci_rocksstars,@paulandersen,mention
sci_rocksstars,@screencasto,mention
al_lopeztorres,@smithsonianedu,mention
al_lopeztorres,@sahasbarve,mention
jnptl,@tuvalabs,mention
create4stem,@ngss_tweeps,mention
maywoodacademy,@francesbaez10,mention
danmcguirempls,@jontfila,mention
rockramtom,@nesta_us,mention
shmoovyshmoov,@ngss_tweeps,mention
shmoovyshmoov,@misteraycock,mention
shmoovyshmoov,@stemteachtools,mention
frutivitaminas,@ymcaeurope,mention
frutivitaminas,@worldymca,mention
frutivitaminas,@carlosanvee,mention
edustaton,@amylillingworth,mention
edustaton,@ngss_tweeps,mention
edustaton,@agreyeusd,mention
amylillingworth,@edustaton,mention
amylillingworth,@ngss_tweeps,mention
amylillingworth,@agreyeusd,mention
sciencegirl1319,@ngss_tweeps,mention
ipfo,@nmnh,mention
ipfo,@sahasbarve,mention
cfmahoney625,@mysterysci,mention
anapedrazaok,@zumba,mention
anapedrazaok,@chipimerino,mention
anapedrazaok,@lalulucitaaa,mention
anapedrazaok,@eldaniperezok,mention
