sender,receiver,edge_type
aftct,bpsteachlearn:,retweet
sweatstcc,teemsproject:,retweet
carolynstemri,reiserbrianj:,retweet
jengutierrez18,activatescience:,retweet
jengutierrez18,reiserbrianj:,retweet
3laa_elramah,__ayman__a:,retweet
nsta,tedwillard2061:,retweet
coachtolearn,ngsnavigators:,retweet
phenomonica,ngsnavigators:,retweet
wathompson,ngsnavigators:,retweet
coriorlando1,fulmerscience:,retweet
starrscience,joy_everyday:,retweet
j_osehernandez,sciencebuddies:,retweet
zlafayette2,ian19961:,retweet
printedbyrob0ts,pcurtis4stem:,retweet
mathcoachrivera,bpsteachlearn:,retweet
mslinch,newshourextra:,retweet
sary1886,m_s_alwely6677:,retweet
fenrislorsrai,newshourextra:,retweet
printedbyrob0ts,teemsproject:,retweet
darancouy,newshourextra:,retweet
wjordan,newshourextra:,retweet
liveedges,newshourextra:,retweet
newshour,newshourextra:,retweet
bbarent,abeslo:,retweet
davidjhuber,bpsteachlearn:,retweet
kyle_kauffman,msslanker307:,retweet
wewright1234,openscied:,retweet
mrvontersch,nsta:,retweet
achosinfo,jeansciqueen:,retweet
lplas1,abeslo:,retweet
drschimpfcms,mspostlethwait:,retweet
bscsorg,abeslo:,retweet
bscsorg,abeslo:,retweet
cullen_thomas,smithsonianedu:,retweet
stemgeorgia,middleweb:,retweet
urs8n,mariipoppins:,retweet
sleepydystopian,edmarketbrief:,retweet
rightquestion,edustaton:,retweet
lex1science,rightquestion:,retweet
luevanoscience,philiplbell:,retweet
tchrwalmz,smithsonianedu:,retweet
rakersrea,aeengedu:,retweet
murathanguness,frc_integra3646:,retweet
mstamich,tomexplorer:,retweet
heathersisson4,heathersisson4:,retweet
josephisola,dgianelos:,retweet
anilcici,frc_integra3646:,retweet
buplinger,science2020k6:,retweet
ricdahlin,laesprincipal:,retweet
orscitchr,ngss4oregon:,retweet
frizzlerichard,rightquestion:,retweet
achosinfo,rightquestion:,retweet
mrkallie33,ngssphenomena:,retweet
hcpsselemsci,stemteachtools:,retweet
lplas1,abeslo:,retweet
shikigamimakase,naruneko28:,retweet
stemequality,philiplbell:,retweet
dr___white,officialngss:,retweet
jeffcoscience,officialngss:,retweet
jeffcoscience,ngssphenomena:,retweet
eacole09,rightquestion:,retweet
teachinchucks,philiplbell:,retweet
teachinchucks,officialngss:,retweet
jenmschneider,middleweb:,retweet
tnsta,ngss_tweeps:,retweet
strimelg,aeengedu:,retweet
anikolatech,sammonsteam:,retweet
ebzscience,bk3dsci:,retweet
yogahottie76,volurfreya:,retweet
robinfillman,jesselmaine:,retweet
monica_vincent,tomexplorer:,retweet
krsciencelady,ngsnavigators:,retweet
edureknoy,ngssphenomena:,retweet
northweststem,ngss4oregon:,retweet
karlacalbear,daleyscience:,retweet
mrsetense,officialngss:,retweet
eastwillistonsd,mrstruskiewicz:,retweet
hgalbreath1,abeslo:,retweet
mslorisstory,ngssphenomena:,retweet
underthecrood,biottofni:,retweet
ctsciencecenter,ccanfield100:,retweet
leenabmc,ngsnavigators:,retweet
ctscience,s_m_kelly:,retweet
schnekser,daleyscience:,retweet
ebzscience,ngsnavigators:,retweet
pentaclethra,daleyscience:,retweet
rightquestion,lgates_science:,retweet
rightquestion,ngss_tweeps:,retweet
ozgeeasln,frc_integra3646:,retweet
theacornnat,ngssphenomena:,retweet
uclascienceproj,ngssphenomena:,retweet
tomexplorer,ngssphenomena:,retweet
drlhood,hellomsyang:,retweet
chaffeyhstigers,hellomsyang:,retweet
vpbhscappello,officialngss:,retweet
semseagles,wadein2science:,retweet
gentryrose_edu,twigeducation:,retweet
hcpsselemsci,officialngss:,retweet
scitakeisha,ngssphenomena:,retweet
scitakeisha,ngssphenomena:,retweet
nsta,tdishelton:,retweet
techroomfun,magnitudeio:,retweet
bscsorg,abeslo:,retweet
maekvng,dharmiekingmall:,retweet
jengutierrez18,ngsnavigators:,retweet
xeno_lith,ngsnavigators:,retweet
dinomanschatz,tdishelton:,retweet
miroyscience,ngsnavigators:,retweet
wewright1234,ngssphenomena:,retweet
robert_rwallace,ctskeeley:,retweet
wewright1234,abeslo:,retweet
wbny,twigeducation:,retweet
mrslittlechemi1,ngss_tweeps:,retweet
icaninnovatesa,magnitudeio:,retweet
phx_khuxg,xh_black__:,retweet
jamie_viveros,mawsongal:,retweet
phenomonica,ngsnavigators:,retweet
juliesivers,creativepbl:,retweet
jennyjennysosa,compton1206:,retweet
raazzerah,myscihi:,retweet
macyswope,sheila_ro1:,retweet
miroyscience,mawsongal:,retweet
jeffcolab,ngssphenomena:,retweet
hidoeocid,lagpacanmr:,retweet
alamoedtech,bamalamabonnie:,retweet
mbraaten,kimmomteacher:,retweet
bcrosby,ngssphenomena:,retweet
valebere2508,ckotoban:,retweet
lex1science,ngssphenomena:,retweet
cjcochrane21,stacyktweets:,retweet
minormayyeol,suh0boy:,retweet
utdctramirez,ngsnavigators:,retweet
utdctramirez,kollmanrebecca:,retweet
mrjtweeter,ngsnavigators:,retweet
jeffcoscience,ngssphenomena:,retweet
network14cps,mrarsenie:,retweet
drmilks,ngsnavigators:,retweet
ha19353,sbottasullivan:,retweet
collisnoelle,ngsnavigators:,retweet
impactsciencee1,sbottasullivan:,retweet
impactsciencee1,kollmanrebecca:,retweet
ha19353,leena219:,retweet
xeno_lith,ngss_tweeps:,retweet
xeno_lith,ngss_tweeps:,retweet
chemedx,ngss_tweeps:,retweet
drstephobrien,ngss_tweeps:,retweet
rightquestion,ngss_tweeps:,retweet
crestamcintosh,williamfranzell:,retweet
mrrodgarcia,bethofall:,retweet
angelacarbajal7,latelateshow:,retweet
nsta_xvii,bpenuel:,retweet
sciencecat222,ctskeeley:,retweet
routledgeeoe,middleweb:,retweet
phenomonica,sciedspence:,retweet
creosityspace,creosityspace:,retweet
nflynnseattle,leena219:,retweet
hey_misss,bpenuel:,retweet
williamfranzell,bethofall:,retweet
uclacenterx,3dscinceguy:,retweet
geocorps,agi_updates:,retweet
philiplbell,tdishelton:,retweet
southwhittiersd,dr_gonzales:,retweet
tonyperry,newshourextra:,retweet
howelltwpmss,dgianelos:,retweet
honu_girl,agi_updates:,retweet
uclascienceproj,3dscinceguy:,retweet
babymochi_k,taeushisushi:,retweet
ucdavisstemcell,ngss_tweeps:,retweet
we_are_vaei,leena219:,retweet
stanysorg,shchemistry:,retweet
naturegirl155,tedwillard2061:,retweet
tdishelton,sbottasullivan:,retweet
tdishelton,leena219:,retweet
tbrennan59,thinksci:,retweet
jeffcoscience,ngsnavigators:,retweet
rojasr77,dr_gonzales:,retweet
nascar24cool,tntnetwork61:,retweet
marticanipe,ngsnavigators:,retweet
lancenish81,myscihi:,retweet
sauganash_munns,msgustafsonses:,retweet
vistangss,earlyimplement:,retweet
vistangss,chienforstem:,retweet
ellistartara,ngsnavigators:,retweet
ellistartara,ngsnavigators:,retweet
tusdsupdana,ngss_tweeps:,retweet
middleweb,middleweb:,retweet
kvthymvrie,taztazz__:,retweet
richardlgraves_,dr_gonzales:,retweet
titis_erenoa,scienceonseven:,retweet
concordiash,kngodbout:,retweet
real_ess,newshourextra:,retweet
saucedoscience,thinksci:,retweet
wested,mss_wested:,retweet
drober36,bpenuel:,retweet
moralesandbee,bpenuel:,retweet
educre8ive,bk3dsci:,retweet
ecvhs,guhsd_science:,retweet
educre8ive,bk3dsci:,retweet
stephen_sawchuk,bpenuel:,retweet
bethcantsleep,newshourextra:,retweet
aaronmlevy,ricard_mona:,retweet
achosinfo,mslorisstory:,retweet
achosinfo,mrsg_slp:,retweet
jengutierrez18,activatescience:,retweet
deen_______yaro,thatcuterash:,retweet
jeffcoscience,ngss_tweeps:,retweet
mtdiabloef,ricard_mona:,retweet
crystal4obama,newshourextra:,retweet
angeldanger10,rightquestion:,retweet
iambelindab,newshourextra:,retweet
kennethcdavis,newshourextra:,retweet
extension13show,ngsnavigators:,retweet
donnamorgan8,myscihi:,retweet
historycomics,newshourextra:,retweet
krsciencelady,ngsnavigators:,retweet
driskillfdn,science2020k6:,retweet
amiller817,dgianelos:,retweet
phenomonica,mslorisstory:,retweet
nevadascience,officialngss:,retweet
penghe_scied,rachelamarias:,retweet
create4stem,rachelamarias:,retweet
achosinfo,shchemistry:,retweet
wcsdempowers,sammonsteam:,retweet
educatoral,educatoral:,retweet
kimberlyfluet,kollmanrebecca:,retweet
carologic,rachelbconnolly:,retweet
drloriandersen,ngsnavigators:,retweet
achosinfo,leena219:,retweet
johnsonmaryj,rightquestion:,retweet
fhspatriots,kreinateach:,retweet
tmichocki,caahayes:,retweet
ucdavisgt,ngss_tweeps:,retweet
ucdavisgt,ngss_tweeps:,retweet
elemsci_jennbw,caahayes:,retweet
apsinnovates,aps_tln:,retweet
michiganleo,lowermistem:,retweet
bmsscienceteach,ngss_tweeps:,retweet
cshawr10,richbacolor:,retweet
imsouthern,myscihi:,retweet
companionserver,biottofni:,retweet
wsascd,wstasci:,retweet
chaix_mike,ngss_tweeps:,retweet
vivienrising,richbacolor:,retweet
mrsetense,bk3dsci:,retweet
franklincoveyjd,steph4science:,retweet
drboydncesd,wstasci:,retweet
msfisherscience,aliciamotter:,retweet
teachinchucks,chienforstem:,retweet
teachinginhi,myscihi:,retweet
ucdavisgt,ngss_tweeps:,retweet
minecrafteate,amilversted:,retweet
mdshirley0621,ngsnavigators:,retweet
canaryamerica,ngss_tweeps:,retweet
philiplbell,myscihi:,retweet
jan_nolta,ngss_tweeps:,retweet
chainesd111,ngss_tweeps:,retweet
jordansgangels,ngss_tweeps:,retweet
mdhjohnson,ngsnavigators:,retweet
haddonfieldms,dgianelos:,retweet
kimberlyfluet,sbottasullivan:,retweet
ngssphenomena,sbottasullivan:,retweet
odero_joe,biottofni:,retweet
hassanhakimi10,biottofni:,retweet
hhereau,lyndaeagle98:,retweet
m_christodoulou,biottofni:,retweet
achosinfo,ngsnavigators:,retweet
msliwacz,muzilearninglab:,retweet
philiplbell,sbottasullivan:,retweet
luisabernaz,biottofni:,retweet
xeno_lith,ngss_tweeps:,retweet
miss_schilling_,ngssmentorteach:,retweet
eecollaborative,braatz_brown:,retweet
edtechiemike,williamfranzell:,retweet
beatrizo2476,ana_ls4:,retweet
mendoza_aaron07,spongebob:,retweet
miroyscience,kcsosstrong:,retweet
serna_marmol,aps_tln:,retweet
jamie_viveros,kcsosstrong:,retweet
xeno_lith,tedwillard2061:,retweet
phaneritic,xeno_lith:,retweet
philiplbell,2footgiraffe:,retweet
philiplbell,sbottasullivan:,retweet
philiplbell,msb_reilly:,retweet
philiplbell,mslorisstory:,retweet
philiplbell,mslorisstory:,retweet
philiplbell,msb_reilly:,retweet
philiplbell,ladyhammett:,retweet
philiplbell,flabellinajg:,retweet
philiplbell,wandabryant:,retweet
philiplbell,ladyhammett:,retweet
philiplbell,randiejohnson5:,retweet
philiplbell,mrb_emscats:,retweet
philiplbell,leena219:,retweet
philiplbell,randiejohnson5:,retweet
philiplbell,tedwillard2061:,retweet
philiplbell,sbottasullivan:,retweet
philiplbell,bk3dsci:,retweet
philiplbell,flabellinajg:,retweet
philiplbell,3dplanjeanane:,retweet
philiplbell,meganrelmore:,retweet
philiplbell,leena219:,retweet
philiplbell,wandabryant:,retweet
philiplbell,wandabryant:,retweet
lucymc5893,biottofni:,retweet
eecollaborative,the_fish_nerd:,retweet
jill_silverman_,ngss_tweeps:,retweet
turlockusd,ngss_tweeps:,retweet
finklab,ngss_tweeps:,retweet
carla_righini,mixkkkk:,retweet
kthongphanh,ngss_tweeps:,retweet
kumiyamasaka,touchy61:,retweet
ucdavisgt,ngss_tweeps:,retweet
kirbyrrobyn,ngsnavigators:,retweet
csndrcgnzlz,openscied:,retweet
bspparasitology,biottofni:,retweet
sledgyhova,iamedemvictor:,retweet
mathcoachrivera,stemteachtools:,retweet
carlos_robello,biottofni:,retweet
czem,sciedhenry:,retweet
czem,ngsnavigators:,retweet
calcaware,biottofni:,retweet
peronalab,biottofni:,retweet
nbuanekcb,talkingtoapollo:,retweet
agreyeusd,edustaton:,retweet
rrhonce,biottofni:,retweet
sodakcurious,mstamich:,retweet
pcalleypbvusd,kcsosstrong:,retweet
buplinger,science2020k6:,retweet
ollendyke57,sci_rem:,retweet
erinkmcgurk,rightquestion:,retweet
csulbsharklab,earlyimplement:,retweet
mistersmith731,sci_rem:,retweet
bzigmont,sci_rem:,retweet
nicolejbolduc,rightquestion:,retweet
sherryg45,capaction:,retweet
jftrey,wandabryant:,retweet
pirlmr,wandabryant:,retweet
mrgullicksonwms,ngsnavigators:,retweet
achosinfo,catsinacradle:,retweet
muzilearninglab,msliwacz:,retweet
hopewelles,hes_principal:,retweet
guhsd_science,ngsnavigators:,retweet
chrismooresci,pearsonprek12:,retweet
creekviewranch,mrsfarbercvr:,retweet
drycreekschools,mrsfarbercvr:,retweet
christineliuart,ngss_tweeps:,retweet
gabiifarfan14,gabitwo_:,retweet
kp5091,biottofni:,retweet
bio_link,wandabryant:,retweet
eusdtweets,amylillingworth:,retweet
joycehermit,evnautilus:,retweet
miguelgarkni,biottofni:,retweet
lovelandtech,scocchi1:,retweet
paulgarside6,biottofni:,retweet
achosinfo,jamazingteachin:,retweet
benonistamp,biottofni:,retweet
jholmesjay,ngss_tweeps:,retweet
chemistryed,atomsmith1:,retweet
rightquestion,edustaton:,retweet
b_ber3l,nabilla:,retweet
paola_dominici,biottofni:,retweet
evpactivate,activatescience:,retweet
ellabowling,openscied:,retweet
ellabowling,sciencebuddies:,retweet
mattermagbot,inqits:,retweet
wcipglasgow,biottofni:,retweet
editwest,pianoweatherman:,retweet
leenabmc,randiejohnson5:,retweet
turlockusd,ngss_tweeps:,retweet
sloanmegan,biottofni:,retweet
ghadavirol,biottofni:,retweet
phenomonica,meganrelmore:,retweet
phenomonica,katemcneill6:,retweet
phenomonica,3dplanjeanane:,retweet
mrfogey,sci_rem:,retweet
susietinker5,amilversted:,retweet
tttonytian,radioactverobin:,retweet
vicpasquantonio,sciressoehl:,retweet
mwangishaban,biottofni:,retweet
drlucymac,biottofni:,retweet
amanialhalwani,radioactverobin:,retweet
madelman70,biottofni:,retweet
ellabowling,wandabryant:,retweet
carternigel7,d_1andonly_:,retweet
tonyisebe,biottofni:,retweet
ei_single_cell,biottofni:,retweet
comatose_d,biottofni:,retweet
fulmerscience,mrdiazrusd:,retweet
jengutierrez18,activatescience:,retweet
cowlishawkoalas,mrseatonell:,retweet
wiscileaders,katemcneill6:,retweet
kimberlyfluet,wandabryant:,retweet
sagemountaintr2,tdishelton:,retweet
mbraaten,science2020k6:,retweet
mdhjohnson,wandabryant:,retweet
stemkins9484,openscied:,retweet
bzigmont,sci_rem:,retweet
usm_astone,ngsnavigators:,retweet
usm_astone,msb_reilly:,retweet
achosinfo,sci_rem:,retweet
smmusd,serratore4:,retweet
iember_network,philiplbell:,retweet
pcalleypbvusd,amylillingworth:,retweet
jhudson55,mr_kogas_class:,retweet
cjcochrane21,flabellinajg:,retweet
pherringtonsci,msb_reilly:,retweet
kimberlyfluet,randiejohnson5:,retweet
kimberlyfluet,wright_ghs:,retweet
evpactivate,activatescience:,retweet
jsb16,wandabryant:,retweet
sbottasullivan,wandabryant:,retweet
myplanetxu,mutstumutstu:,retweet
achosinfo,wandabryant:,retweet
sodakcurious,wandabryant:,retweet
achosinfo,msb_reilly:,retweet
achosinfo,tdishelton:,retweet
achosinfo,3dplanjeanane:,retweet
travel5762,b52malmet:,retweet
achosinfo,sbottasullivan:,retweet
jessicafgwrites,bk3dsci:,retweet
achosinfo,ladyhammett:,retweet
tdishelton,ladyhammett:,retweet
achosinfo,bk3dsci:,retweet
achosinfo,wandabryant:,retweet
biibaabow,anitimeth:,retweet
vicpasquantonio,tedwillard2061:,retweet
ehoranlhs210,andermm1:,retweet
raza_mohsan195,rehan_ulhaq:,retweet
achosinfo,3dplanjeanane:,retweet
compton1206,ngssphenomena:,retweet
achosinfo,wandabryant:,retweet
achosinfo,bmsscienceteach:,retweet
achosinfo,krademaker:,retweet
tdishelton,leena219:,retweet
sodakcurious,leena219:,retweet
tdishelton,msb_reilly:,retweet
tdishelton,randiejohnson5:,retweet
tdishelton,sciressoehl:,retweet
sserafino,leena219:,retweet
traceykast,krademaker:,retweet
tdishelton,leena219:,retweet
bts98662667,bts_twt:,retweet
achosinfo,susan_german:,retweet
achosinfo,meganrelmore:,retweet
achosinfo,tedwillard2061:,retweet
achosinfo,wandabryant:,retweet
teachinchucks,wandabryant:,retweet
achosinfo,frizzlerichard:,retweet
2footgiraffe,tdishelton:,retweet
msb_reilly,wandabryant:,retweet
teachinchucks,flabellinajg:,retweet
achosinfo,wandabryant:,retweet
achosinfo,flabellinajg:,retweet
achosinfo,marismiller6:,retweet
tdishelton,flabellinajg:,retweet
tdishelton,3dplanjeanane:,retweet
achosinfo,2footgiraffe:,retweet
achosinfo,tedwillard2061:,retweet
msb_reilly,tedwillard2061:,retweet
tdishelton,tedwillard2061:,retweet
achosinfo,wandabryant:,retweet
2footgiraffe,wandabryant:,retweet
mrsljscience,ngsnavigators:,retweet
annhc_champ4all,teacher_city:,retweet
smmusd,lincolnmiddlesm:,retweet
smmusd,lincolnmiddlesm:,retweet
anikolatech,lynnannegibson1:,retweet
ngsschat,sbottasullivan:,retweet
stemequality,tdishelton:,retweet
stemteachtools,tdishelton:,retweet
nicole_adell,mrscehaynes:,retweet
phenomonica,mbraaten:,retweet
philiplbell,tdishelton:,retweet
fhspatriots,kreinateach:,retweet
jftrey,mbraaten:,retweet
semseagles,wadein2science:,retweet
kevinrnowak,edisonhtsd:,retweet
educre8ive,kblefrancois:,retweet
karenjmoreland,mbraaten:,retweet
velma_the_funny,cantwaittonap:,retweet
phaneritic,ngss_tweeps:,retweet
ngsschat,tdishelton:,retweet
sheaferoadrocks,sammonsteam:,retweet
jengutierrez18,activatescience:,retweet
mcelroy23,robzook1:,retweet
jeffcoscience,tdishelton:,retweet
rleone1017,lynnannegibson1:,retweet
theacornnat,ngssphenomena:,retweet
ednaspethacks,weatherchat:,retweet
philiplbell,myscihi:,retweet
rrscotta,myscihi:,retweet
kcs_dbexcel,dunham_dbexcel:,retweet
jasminelcarter,ngss_tweeps:,retweet
nick_janes,ngss_tweeps:,retweet
achosinfo,heatherarich:,retweet
casianagonzalez,ngss_tweeps:,retweet
uclascienceproj,serratore4:,retweet
xeno_lith,ngss_tweeps:,retweet
svpanthers_lh,teckersheryl:,retweet
dmarkey4,steph4science:,retweet
finklab,ngss_tweeps:,retweet
itofoundation,ngssphenomena:,retweet
edreports,ngss_tweeps:,retweet
cerse_us,nesta_us:,retweet
eveimanz,tdishelton:,retweet
nv5geospatial,sbottasullivan:,retweet
getzfredbetty,officialngss:,retweet
gschillinger1,rowfn:,retweet
kirbyrrobyn,sbottasullivan:,retweet
thejornada,asombrocdnp:,retweet
nstadistrict_9,jengutierrez18:,retweet
mrbinhnguyen,ngssphenomena:,retweet
aaronmueller32,ngssphenomena:,retweet
aaronmueller32,stemteachtools:,retweet
shenikabuckley6,andermm1:,retweet
3dscinceguy,officialngss:,retweet
quirin_michelle,robzook1:,retweet
jeffcoscience,ngsnavigators:,retweet
jeffcoscience,ngss_tweeps:,retweet
charnobyl1,jamazingteachin:,retweet
dr___white,officialngss:,retweet
vistangss,officialngss:,retweet
vistangss,chienforstem:,retweet
agreyeusd,amylillingworth:,retweet
tanea_hibler,sbottasullivan:,retweet
patrickmcarrol1,robzook1:,retweet
readingvcra,venturacoe:,retweet
phaneritic,ngss_tweeps:,retweet
kailuaes,gkkent:,retweet
_open_science_,sbottasullivan:,retweet
javypagdl,3mssantos:,retweet
waiting90days,nesta_us:,retweet
jengutierrez18,activatescience:,retweet
sun_31011999,whalkim:,retweet
cajonvalleyusd,mr_mandell:,retweet
marybwalls,eecollaborative:,retweet
buenrostromanny,csba_now:,retweet
yfg_radstudent,ngss_tweeps:,retweet
sagemountaintr2,tedwillard2061:,retweet
printedbyrob0ts,jengutierrez18:,retweet
stormyscience,wright_ghs:,retweet
mollyannefreed,nwea:,retweet
rtcc_vt,ngss_tweeps:,retweet
inlandempirecf,eecollaborative:,retweet
hope_plaeasci,officialngss:,retweet
uclacenterx,mahea818:,retweet
sciwise,steph4science:,retweet
winansc_a,wright_ghs:,retweet
microsoftflip,lynnannegibson1:,retweet
angelaocmon,thedailyshow:,retweet
vpbhscappello,officialngss:,retweet
rhsbillolsen,rowfn:,retweet
williamfranzell,williamfranzell:,retweet
svvsdscience,officialngss:,retweet
vxjoe,officialngss:,retweet
joe4rialtousd,officialngss:,retweet
innovativeed,rowfn:,retweet
burnsscicoach,ngsnavigators:,retweet
elemsci_jennbw,tedwillard2061:,retweet
evpactivate,krademaker:,retweet
rottaerkki,heikkiuutiset:,retweet
loganen3,scienceonseven:,retweet
dhyasui,ngss_tweeps:,retweet
twnklstrr,williamfranzell:,retweet
tunedtotheresa,csba_now:,retweet
johnsalnvsci,dora_kastel:,retweet
cjcochrane21,yshimojyo:,retweet
drloriandersen,ngsnavigators:,retweet
mommawasright,wright_ghs:,retweet
victorrigu,ngss_tweeps:,retweet
sleepydystopian,ngsnavigators:,retweet
loganen3,scienceonseven:,retweet
bamberg22,originalfunko:,retweet
ngssphenomena,wright_ghs:,retweet
finklab,ngss_tweeps:,retweet
casianagonzalez,ngss_tweeps:,retweet
elemsci_jennbw,amyhilliard15:,retweet
sewstitchquilt2,naturemuseum:,retweet
bar_zie,wovenlt:,retweet
davedglenn,stemteachtools:,retweet
joeyj992,nesta_us:,retweet
cerse_us,nesta_us:,retweet
gooddayknight,stemteachtools:,retweet
science_4_all,stemteachtools:,retweet
jeansciqueen,sbottasullivan:,retweet
bpenuel,reiserbrianj:,retweet
jaimerechenberg,sbottasullivan:,retweet
czem,science2020k6:,retweet
vawolb,stemteachtools:,retweet
dannysasse,stemteachtools:,retweet
curiointeract,nwea:,retweet
openscied,stemteachtools:,retweet
nbpssci,stemteachtools:,retweet
achosinfo,ngssfresno:,retweet
lmochizuki49,waiaholeel:,retweet
gipperichbill,sciwise:,retweet
sadlersci,ngss_tweeps:,retweet
praxismedhat,apoduvall:,retweet
samsmithmid,amerix:,retweet
corosanta01,nesta_us:,retweet
mrm6thmartin,stemteachtools:,retweet
waiting90days,nesta_us:,retweet
achosinfo,sbottasullivan:,retweet
runmindygo,sbottasullivan:,retweet
braatz_brown,nwea:,retweet
ngsnavigators,sbottasullivan:,retweet
cerse_us,nesta_us:,retweet
ngssmentorteach,ngsnavigators:,retweet
leadinsci,kwolfffrsd:,retweet
werepstem,sbottasullivan:,retweet
flemrarschools,kwolfffrsd:,retweet
frank72277237,pensierinfiniti:,retweet
mssteele,ngssphenomena:,retweet
printedbyrob0ts,sbottasullivan:,retweet
ryanmoo25567760,mmomarroquin:,retweet
compton1206,nwea:,retweet
charnobyl1,tdishelton:,retweet
themessjess88,tjscience:,retweet
sesp_nu,officialngss:,retweet
mscorene,nwea:,retweet
ablythe109,mrb_emscats:,retweet
abqschools,mvesfrancescamc:,retweet
pamwhiting34,tjscience:,retweet
jengutierrez18,activatescience:,retweet
jengutierrez18,nsta:,retweet
tamiplein,openscied:,retweet
drdsteele_phd,officialngss:,retweet
yshimojyo,rcoe:,retweet
jamesbshort,carnegiecorp:,retweet
mrlewis_cvs,selingthedream:,retweet
thereadlib,stacystiffler:,retweet
noaafish_pifsc,noaafish_piro:,retweet
labaids,sciwise:,retweet
creekviewranch,mrsfarbercvr:,retweet
creekviewranch,mrsfarbercvr:,retweet
drycreekschools,mrsfarbercvr:,retweet
drycreekschools,mrsfarbercvr:,retweet
debrajknight2,ngss_tweeps:,retweet
praxismedhat,stemteachtools:,retweet
saucedoscience,ngss_tweeps:,retweet
guhsd_science,mrenerva:,retweet
nfmiddleschool,mreidescience:,retweet
suhropod,14hyuu:,retweet
flabellinajg,officialngss:,retweet
ngsnavigators,tosateam:,retweet
ngsnavigators,romanowskicras:,retweet
ablythe109,ngss_tweeps:,retweet
bk3dsci,ngss_tweeps:,retweet
praxismedhat,albertateachers:,retweet
amandalah,tcrwp:,retweet
sci_rem,officialngss:,retweet
meg_gruber,nesta_us:,retweet
openscied,officialngss:,retweet
trev_mackenzie,robzook1:,retweet
achosinfo,officialngss:,retweet
schott_marty,harrylitman:,retweet
xeno_lith,nesta_us:,retweet
jc_james_clark,tmworg:,retweet
jessica_sawko,flabellinajg:,retweet
nextgenstoryli1,carnegiecorp:,retweet
franklincoveyjd,crscienceteach:,retweet
bmsscienceteach,tdishelton:,retweet
xeno_lith,phaneritic:,retweet
allnstem,openscied:,retweet
vistangss,vistangss:,retweet
printedbyrob0ts,robzook1:,retweet
raiderdand,csba_now:,retweet
2lcrs6,nesta_us:,retweet
badaswidow,chronohari:,retweet
krisgibson101,csba_now:,retweet
bp_w_,nesta_us:,retweet
frutsiver,sanchezdgresny:,retweet
educate_autieri,openscied:,retweet
macyswope,mrsmorales92223:,retweet
philiplbell,philiplbell:,retweet
susangomezzwiep,openscied:,retweet
rruggirello,wustlisp:,retweet
e_nterdiscipl,allisonhodges77:,retweet
wmgreed,tdishelton:,retweet
philiplbell,tdishelton:,retweet
macyswope,sheila_ro1:,retweet
hidoeocid,myscihi:,retweet
beyer149,openscied:,retweet
haddonfieldms,k12alliance:,retweet
jaredkaliamarr,flabellinajg:,retweet
jhilker10,selingthedream:,retweet
pledgecents,mspowellteaches:,retweet
zimmyclass,ngssphenomena:,retweet
stacie_ferrara,openscied:,retweet
tbrennan59,ngsnavigators:,retweet
mrjtweeter,openscied:,retweet
ha19353,impactsciencee1:,retweet
bnic,neeratanden:,retweet
achosinfo,newhousebiology:,retweet
uclacenterx,serratore4:,retweet
uclascienceproj,serratore4:,retweet
achosinfo,philiplbell:,retweet
malibupathway,serratore4:,retweet
smmusd,serratore4:,retweet
circls_org,philiplbell:,retweet
ssekittof,carnegiecorp:,retweet
krademaker,nkeigher202:,retweet
acesseproject,philiplbell:,retweet
semseagles,wadein2science:,retweet
drmchristiansen,_mrsleone:,retweet
mrkallie33,ngssphenomena:,retweet
hcpsselemsci,stemteachtools:,retweet
jchowning,philiplbell:,retweet
ktrentk12,illuminateed:,retweet
stemequality,philiplbell:,retweet
phaneritic,ngss_tweeps:,retweet
drycreekschools,mrsfarbercvr:,retweet
sarahhulver,acaisides:,retweet
bscsorg,openscied:,retweet
sciencecat222,openscied:,retweet
jamesbshort,openscied:,retweet
reynoldsteach,johnmizell3:,retweet
openscied,nkeigher202:,retweet
maredimare,nesta_us:,retweet
cerse_us,nesta_us:,retweet
activatescience,ngss_tweeps:,retweet
activatescience,ngss_tweeps:,retweet
rpp_network,digitalpromise:,retweet
creekviewranch,mrsfarbercvr:,retweet
drycreekschools,mrsfarbercvr:,retweet
nextgenstoryli1,officialngss:,retweet
educatordeb,stemteachtools:,retweet
vbmsfalcons,aps_tln:,retweet
uclacenterx,uclascienceproj:,retweet
proctorschool,fourwindsnature:,retweet
peteloader1,nesta_us:,retweet
newvisionsnyc,dora_kastel:,retweet
reneeaffolter,openscied:,retweet
richbacolor,openscied:,retweet
pure_para_noise,yglsfam:,retweet
officialngss,openscied:,retweet
mslorisstory,openscied:,retweet
cleamatson,officialngss:,retweet
phenomonica,openscied:,retweet
sciedspence,officialngss:,retweet
triciahinton76,k12alliance:,retweet
openscied,officialngss:,retweet
jtomlin2,k12alliance:,retweet
sciencecat222,openscied:,retweet
hermanconceicao,kinggcizzy:,retweet
nihsepa,jax_education:,retweet
aaronrizo10,yassiragenesis:,retweet
sagemountaintr2,caroyce:,retweet
epbittar,fisher1000:,retweet
steph4science,crscienceteach:,retweet
mcpshpe,ossidirector:,retweet
moralesandbee,ngsnavigators:,retweet
volcanowatching,iris_epo:,retweet
1stfriendss,ngss_tweeps:,retweet
mabycraft,johnmizell3:,retweet
nova77_stem,johnmizell3:,retweet
